#DUMP_OFFSET.I,ELAPSED_USECS.D,ELAPSED_TICKS.I,CMD.S,INFLIGHT_IOS.I,TS.I,SEQID.I,LUN_SSID.I,OP.I,PHASE.I,LBA.I,NBLKS.I,LATENCY_TICKS.I,HOST_ID.I,HOST_LUN.I,LATENCY_USECS.D
3623424,81761186.533,174423864576,WR_IN,0,30736998321437588,1483333911,1,1,0,3143212784,112,355652,6,1,166.712
3623452,81761280.390,174424064804,WR_IN,1,30736998321637816,1483333912,1,1,0,3146972712,24,192068,6,1,90.032
3623480,81761280.937,174424065972,WR_IN,2,30736998321638984,1483333913,1,1,0,3146972912,200,1405512,6,1,658.834
3623508,81761281.907,174424068040,WR_IN,3,30736998321641052,1483333914,1,1,0,3147113480,56,534328,6,1,250.466
3623536,81761282.379,174424069048,WR_IN,4,30736998321642060,1483333915,1,1,0,3147118208,56,564104,6,1,264.424
3623564,81761314.340,174424137232,WR_IN,5,30736998321710244,1483333916,1,1,0,3147113008,16,192172,6,1,90.081
3623592,81761315.060,174424138768,WR_IN,6,30736998321711780,1483333917,1,1,0,3147117952,96,853548,6,1,400.101
3623620,81761315.613,174424139948,WR_IN,7,30736998321712960,1483333918,1,1,0,3147118464,48,438840,6,1,205.706
3623704,81761371.687,174424259572,WR_IN,6,30736998321832584,1483333919,1,1,0,3148469120,112,792204,6,1,371.346
3623760,81761452.325,174424431600,WR_IN,6,30736998322004612,1483333920,1,1,0,3149179456,112,829044,6,1,388.614
3623872,81761556.750,174424654372,WR_IN,4,30736998322227384,1483333921,1,1,0,3143212896,112,709556,6,1,332.604
3624012,81761939.347,174425470580,WR_IN,1,30736998323043592,1483333922,1,1,0,3145740488,112,323628,6,1,151.701
3624068,81762033.677,174425671816,WR_IN,1,30736998323244828,1483333923,1,1,0,3144979720,112,383852,6,1,179.931
3624124,81762125.297,174425867272,WR_IN,1,30736998323440284,1483333924,1,1,0,3147118512,16,189348,6,1,88.757
3624152,81762149.103,174425918060,WR_IN,2,30736998323491072,1483333925,1,1,0,3143213008,112,301348,6,1,141.257
3624264,81762444.330,174426547876,WR_IN,0,30736998324120888,1483333926,1,1,0,3147518304,304,1064724,6,1,499.089
3624292,81762459.412,174426580052,WR_IN,1,30736998324153064,1483333927,1,1,0,3147521984,160,1268228,6,1,594.482
3624320,81762459.997,174426581300,WR_IN,2,30736998324154312,1483333928,1,1,0,3147530448,32,309168,6,1,144.923
3624348,81762563.163,174426801388,WR_IN,3,30736998324374400,1483333929,1,1,0,3145740376,112,1059560,6,1,496.669
3624432,81762971.837,174427673224,WR_IN,2,30736998325246236,1483333930,1,1,0,3143745904,384,997232,6,1,467.453
3624460,81762994.997,174427722632,WR_IN,3,30736998325295644,1483333931,1,1,0,3144280448,96,552368,6,1,258.923
3624488,81762995.715,174427724164,WR_IN,4,30736998325297176,1483333932,1,1,0,3144666744,16,238164,6,1,111.639
3624656,81763453.417,174428700596,WR_IN,0,30736998326273608,1483333933,1,1,0,3144733576,112,331020,6,1,155.166
3624712,81763622.688,174429061708,WR_IN,0,30736998326634720,1483333934,1,1,0,3144666760,16,138792,6,1,65.059
3624768,81763957.008,174429774924,WR_IN,0,30736998327347936,1483333935,1,1,0,3144768064,112,296108,6,1,138.801
3624824,81764360.008,174430634656,WR_IN,0,30736998328207668,1483333936,1,1,0,3133053504,496,1068620,6,1,500.916
3624852,81764700.645,174431361348,WR_IN,1,30736998328934360,1483333937,1,1,0,3144792720,112,390420,6,1,183.009
3624936,81765171.785,174432366448,WR_IN,0,30736998329939460,1483333938,1,1,0,3145126392,112,323788,6,1,151.776
3624992,81765432.041,174432921660,WR_IN,0,30736998330494672,1483333939,1,1,0,3146626560,112,299348,6,1,140.319
3625048,81765867.527,174433850696,WR_IN,0,30736998331423708,1483333940,1,1,0,3145798176,112,308012,6,1,144.381
3625076,81765996.742,174434126356,WR_IN,1,30736998331699368,1483333941,1,1,0,3144793056,112,298060,6,1,139.716
3625160,81767281.192,174436866516,WR_IN,0,30736998334439528,1483333942,1,1,0,3145825584,80,283436,6,1,132.861
3625188,81767281.798,174436867808,WR_IN,1,30736998334440820,1483333943,1,1,0,3145826368,32,236700,6,1,110.953
3625272,81767541.437,174437421704,WR_IN,0,30736998334994716,1483333944,1,1,0,3145826400,112,297572,6,1,139.487
3625328,81770934.692,174444660648,WR_IN,0,30736998342233660,1483333945,1,1,0,3147482848,112,298560,6,1,139.950
3625384,81772715.463,174448459628,WR_IN,0,30736998346032640,1483333946,1,1,0,3147137424,112,300940,6,1,141.066
3625440,81773014.905,174449098436,WR_IN,0,30736998346671448,1483333947,1,1,0,3145806792,112,337876,6,1,158.379
3625496,81773436.930,174449998756,WR_IN,0,30736998347571768,1483333948,1,1,0,3147851448,112,321632,6,1,150.765
3625552,81773651.499,174450456504,WR_IN,0,30736998348029516,1483333949,1,1,0,3145587472,112,300372,6,1,140.799
3625608,81773878.948,174450941728,WR_IN,0,30736998348514740,1483333950,1,1,0,3146318144,112,297040,6,1,139.238
3625664,81774604.532,174452489640,WR_IN,0,30736998350062652,1483333951,1,1,0,3145789376,112,296352,6,1,138.915
3625720,81777107.448,174457829196,WR_IN,0,30736998355402208,1483333952,1,1,0,3132767792,112,300888,6,1,141.041
3625776,81777419.739,174458495416,WR_IN,0,30736998356068428,1483333953,1,1,0,3142885056,112,298332,6,1,139.843
3625832,81777793.297,174459292340,WR_IN,0,30736998356865352,1483333954,1,1,0,3142883712,112,296260,6,1,138.872
3625888,81778083.144,174459910680,WR_IN,0,30736998357483692,1483333955,1,1,0,3147851560,112,333628,6,1,156.388
3625944,81778977.176,174461817948,WR_IN,0,30736998359390960,1483333956,1,1,0,3144370656,16,119232,6,1,55.890
3625972,81778986.455,174461837744,WR_IN,1,30736998359410756,1483333957,1,1,0,3144363256,96,297416,6,1,139.414
3626028,81779095.164,174462069656,WR_IN,1,30736998359642668,1483333958,1,1,0,3142883824,112,297256,6,1,139.339
3626112,81786140.480,174477099664,WR_IN,0,30736998374672676,1483333959,1,1,0,3147164760,112,306068,6,1,143.469
3626168,81786302.537,174477445384,WR_IN,0,30736998375018396,1483333960,1,1,0,3142883936,16,138060,6,1,64.716
3626196,81786333.150,174477510692,WR_IN,1,30736998375083704,1483333961,1,1,0,3144300864,64,264564,6,1,124.014
3626224,81786333.731,174477511932,WR_IN,2,30736998375084944,1483333962,1,1,0,3144305216,32,228736,6,1,107.220
3626336,81787269.007,174479507188,WR_IN,0,30736998377080200,1483333963,1,1,0,3147995224,112,336880,6,1,157.913
3626392,81787746.172,174480525140,WR_IN,0,30736998378098152,1483333964,1,1,0,3147164872,56,251712,6,1,117.990
3626420,81787746.890,174480526672,WR_IN,1,30736998378099684,1483333965,1,1,0,3147165040,56,278632,6,1,130.609
3626504,81792838.262,174491388264,WR_IN,0,30736998388961276,1483333966,1,1,0,3147165096,112,325932,6,1,152.781
3626560,81798564.146,174503603484,WR_IN,0,30736998401176496,1483333967,1,1,0,3147155024,16,118968,6,1,55.766
3626588,81798573.718,174503623904,WR_IN,1,30736998401196916,1483333968,1,1,0,3149710784,96,287236,6,1,134.642
3626644,81798655.676,174503798748,WR_IN,1,30736998401371760,1483333969,1,1,0,3147166792,112,300468,6,1,140.844
3626728,81799428.757,174505447988,WR_IN,0,30736998403021000,1483333970,1,1,0,2254432128,40,163860,6,1,76.809
3626784,81799544.655,174505695236,WR_IN,0,30736998403268248,1483333971,1,1,0,2254432168,8,122132,6,1,57.249
3626840,81799781.638,174506200800,WR_IN,0,30736998403773812,1483333972,1,1,0,3146473880,32,185636,6,1,87.017
3626868,81799782.228,174506202060,WR_IN,1,30736998403775072,1483333973,1,1,0,3146528000,80,276024,6,1,129.386
3626952,81801355.623,174509558636,WR_IN,0,30736998407131648,1483333974,1,1,0,3147169440,112,299552,6,1,140.415
3627008,81801805.732,174510518868,WR_IN,0,30736998408091880,1483333975,1,1,0,3147166904,64,315284,6,1,147.789
3627036,81801806.304,174510520088,WR_IN,1,30736998408093100,1483333976,1,1,0,3147169280,48,273064,6,1,127.999
3627120,81802201.580,174511363344,WR_IN,0,30736998408936356,1483333977,1,1,0,3147165208,104,309028,6,1,144.857
3627148,81802202.150,174511364560,WR_IN,1,30736998408937572,1483333978,1,1,0,3147166784,8,150316,6,1,70.461
3627232,81802806.995,174512654896,WR_IN,0,30736998410227908,1483333979,1,1,0,3147169328,112,296804,6,1,139.127
3627288,81804846.032,174517004840,WR_IN,0,30736998414577852,1483333980,1,1,0,3132861768,112,376264,6,1,176.374
3627316,81804939.643,174517204544,WR_IN,1,30736998414777556,1483333981,1,1,0,3147137536,16,177972,6,1,83.424
3627344,81804940.209,174517205752,WR_IN,2,30736998414778764,1483333982,1,1,0,3147164664,96,319828,6,1,149.919
3627456,81805188.264,174517734936,WR_IN,0,30736998415307948,1483333983,1,1,0,3146275584,112,296188,6,1,138.838
3627512,81805624.172,174518664872,WR_IN,0,30736998416237884,1483333984,1,1,0,3147169552,112,297308,6,1,139.363
3627568,81807056.042,174521719528,WR_IN,0,30736998419292540,1483333985,1,1,0,3132614112,80,339076,6,1,158.942
3627596,81807056.685,174521720900,WR_IN,1,30736998419293912,1483333986,1,1,0,3142261536,32,335600,6,1,157.313
3627624,81807094.783,174521802176,WR_IN,2,30736998419375188,1483333987,1,1,0,3147169776,16,257292,6,1,120.606
3627652,81807095.447,174521803592,WR_IN,3,30736998419376604,1483333988,1,1,0,3147171648,96,375032,6,1,175.796
3627764,81807216.795,174522062468,WR_IN,1,30736998419635480,1483333989,1,1,0,3123611232,112,302604,6,1,141.846
3627848,81811804.035,174531848580,WR_IN,0,30736998429421592,1483333990,1,1,0,3147676240,16,120544,6,1,56.505
3627876,81811804.616,174531849820,WR_IN,1,30736998429422832,1483333991,1,1,0,3147711664,96,284816,6,1,133.508
3627960,81812399.651,174533119228,WR_IN,0,30736998430692240,1483333992,1,1,0,3147676128,112,297728,6,1,139.560
3628016,81813097.880,174534608784,WR_IN,0,30736998432181796,1483333993,1,1,0,3149579448,112,338576,6,1,158.708
3628072,81818685.540,174546529124,WR_IN,0,30736998444102136,1483333994,1,1,0,3147676016,112,298564,6,1,139.952
3628128,81827643.877,174565640244,WR_IN,0,30736998463213256,1483333995,1,1,0,3147744592,112,298296,6,1,139.826
3628184,81837253.830,174586141476,WR_IN,0,30736998483714488,1483333996,1,1,0,3146226864,112,301164,6,1,141.171
3628212,81837359.681,174586367292,WR_IN,1,30736998483940304,1483333997,1,1,0,3143020544,48,219920,6,1,103.088
3628240,81837360.560,174586369168,WR_IN,2,30736998483942180,1483333998,1,1,0,3143021440,64,272960,6,1,127.950
3628352,81840989.454,174594110808,WR_IN,0,30736998491683820,1483333999,1,1,0,3147429136,16,121624,6,1,57.011
3628380,81840999.033,174594131244,WR_IN,1,30736998491704256,1483334000,1,1,0,3149710912,96,268872,6,1,126.034
3628464,81841403.825,174594994800,WR_IN,0,30736998492567812,1483334001,1,1,0,2254432176,40,163564,6,1,76.671
3628520,81841520.887,174595244532,WR_IN,0,30736998492817544,1483334002,1,1,0,2254432216,8,122520,6,1,57.431
3628576,81847499.218,174607998304,WR_IN,0,30736998505571316,1483334003,1,1,0,3146228400,80,293096,6,1,137.389
3628604,81847499.782,174607999508,WR_IN,1,30736998505572520,1483334004,1,1,0,3146228680,32,313740,6,1,147.066
3628688,81847845.733,174608737536,WR_IN,0,30736998506310548,1483334005,1,1,0,3146165992,112,330192,6,1,154.778
3628744,81849256.601,174611747388,WR_IN,0,30736998509320400,1483334006,1,1,0,3146227088,16,120444,6,1,56.458
3628772,81849257.345,174611748976,WR_IN,1,30736998509321988,1483334007,1,1,0,3146165896,96,310800,6,1,145.688
3628856,81859500.277,174633600564,WR_IN,0,30736998531173576,1483334008,1,1,0,3146166504,112,325144,6,1,152.411
3628912,81861291.969,174637422840,WR_IN,0,30736998534995852,1483334009,1,1,0,3132749424,112,300976,6,1,141.083
3628968,81864978.095,174645286576,WR_IN,0,30736998542859588,1483334010,1,1,0,3146226976,112,297848,6,1,139.616
3629024,81865303.440,174645980644,WR_IN,0,30736998543553656,1483334011,1,1,0,3146228712,24,163564,6,1,76.671
3629052,81865304.028,174645981900,WR_IN,1,30736998543554912,1483334012,1,1,0,3146230016,88,279784,6,1,131.149
3629136,81865890.759,174647233592,WR_IN,0,30736998544806604,1483334013,1,1,0,3146230104,80,322564,6,1,151.202
3629164,81865891.325,174647234800,WR_IN,1,30736998544807812,1483334014,1,1,0,3146166136,32,279664,6,1,131.093
3629248,81869829.978,174655637260,WR_IN,0,30736998553210272,1483334015,1,1,0,3146166168,112,321436,6,1,150.673
3629304,81872714.983,174661791936,WR_IN,0,30736998559364948,1483334016,1,1,0,3146166392,112,325104,6,1,152.393
3629360,81873182.765,174662789872,WR_IN,0,30736998560362884,1483334017,1,1,0,3146166280,112,335868,6,1,157.438
3629416,81878755.507,174674678388,WR_IN,0,30736998572251400,1483334018,1,1,0,3147429328,112,295432,6,1,138.484
3629472,81879031.093,174675266304,WR_IN,0,30736998572839316,1483334019,1,1,0,3133019856,112,299340,6,1,140.316
3629528,81885102.315,174688218244,WR_IN,0,30736998585791256,1483334022,1,1,0,3146230296,112,309052,6,1,144.868
3629584,81885584.430,174689246756,WR_IN,0,30736998586819768,1483334023,1,1,0,3132748864,112,300180,6,1,140.709
3629640,81887383.427,174693084616,WR_IN,0,30736998590657628,1483334024,1,1,0,3146227832,8,121852,6,1,57.118
3629668,81887384.021,174693085884,WR_IN,1,30736998590658896,1483334025,1,1,0,3146227952,16,142944,6,1,67.005
3629696,81887395.372,174693110100,WR_IN,2,30736998590683112,1483334026,1,1,0,3146230208,88,281160,6,1,131.794
3629808,81888596.538,174695672588,WR_IN,0,30736998593245600,1483334027,1,1,0,3132748976,112,298436,6,1,139.892
3629864,81889994.032,174698653908,WR_IN,0,30736998596226920,1483334028,1,1,0,3132749312,112,298192,6,1,139.778
3629920,81892067.885,174703078128,WR_IN,0,30736998600651140,1483334029,1,1,0,3132749088,112,296412,6,1,138.943
3629976,81892474.202,174703944936,WR_IN,0,30736998601517948,1483334030,1,1,0,3132749200,112,297860,6,1,139.622
3630032,81899472.155,174718873904,WR_IN,0,30736998616446916,1483334031,1,1,0,3146230408,16,147812,6,1,69.287
3630060,81899482.277,174718895496,WR_IN,1,30736998616468508,1483334032,1,1,0,3149711040,96,269212,6,1,126.193
3630144,81899876.992,174719737556,WR_IN,0,30736998617310568,1483334033,1,1,0,2254432224,40,164836,6,1,77.267
3630200,81899993.167,174719985396,WR_IN,0,30736998617558408,1483334034,1,1,0,2254432264,8,121836,6,1,57.111
3630256,81901140.847,174722433780,WR_IN,0,30736998620006792,1483334035,1,1,0,3132749536,112,298044,6,1,139.708
3630312,81901668.907,174723560308,WR_IN,0,30736998621133320,1483334036,1,1,0,3143249848,496,1041640,6,1,488.269
3630368,81902713.631,174725789052,WR_IN,0,30736998623362064,1483334037,1,1,0,3143333896,56,231544,6,1,108.536
3630396,81902724.980,174725813264,WR_IN,1,30736998623386276,1483334038,1,1,0,3143336256,440,991104,6,1,464.580
3630480,81909014.808,174739231564,WR_IN,0,30736998636804576,1483334039,1,1,0,3143250344,24,167216,6,1,78.383
3630508,81909015.579,174739233208,WR_IN,1,30736998636806220,1483334040,1,1,0,3143250880,136,373412,6,1,175.037
3630592,81909701.366,174740696220,WR_IN,0,30736998638269232,1483334041,1,1,0,3143251032,320,940612,6,1,440.912
3630620,81909702.339,174740698296,WR_IN,1,30736998638271308,1483334042,1,1,0,3143334416,48,351756,6,1,164.886
3630648,81909719.531,174740734972,WR_IN,2,30736998638307984,1483334043,1,1,0,3143336832,128,752408,6,1,352.691
3630760,81910536.288,174742477388,WR_IN,0,30736998640050400,1483334044,1,1,0,3143336960,320,782272,6,1,366.690
3630788,81910551.453,174742509740,WR_IN,1,30736998640082752,1483334045,1,1,0,3144286080,32,273304,6,1,128.111
3630816,81910552.035,174742510980,WR_IN,2,30736998640083992,1483334046,1,1,0,3144324504,32,295840,6,1,138.675
3630928,81914591.713,174751128960,WR_IN,0,30736998648701972,1483334047,1,1,0,3133013752,96,319760,6,1,149.888
3630956,81914603.660,174751154448,WR_IN,1,30736998648727460,1483334048,1,1,0,3133013856,400,926216,6,1,434.164
3631040,81916720.697,174755670792,WR_IN,0,30736998653243804,1483334049,1,1,0,3147326960,16,122620,6,1,57.478
3631068,81916730.593,174755691904,WR_IN,1,30736998653264916,1483334050,1,1,0,3147327232,224,506796,6,1,237.561
3631152,81917618.587,174757586292,WR_IN,0,30736998655159304,1483334051,1,1,0,3146165096,24,187132,6,1,87.718
3631180,81917619.161,174757587516,WR_IN,1,30736998655160528,1483334052,1,1,0,3146165192,56,305224,6,1,143.074
3631208,81917635.520,174757622416,WR_IN,2,30736998655195428,1483334053,1,1,0,3146165440,160,465132,6,1,218.031
3631320,81919401.618,174761390092,WR_IN,0,30736998658963104,1483334054,1,1,0,3147319336,24,140920,6,1,66.056
3631348,81919411.863,174761411948,WR_IN,1,30736998658984960,1483334055,1,1,0,3147324928,216,504788,6,1,236.619
3631432,81920503.305,174763740356,WR_IN,0,30736998661313368,1483334056,1,1,0,3146016680,240,559948,6,1,262.476
3631488,81932208.189,174788710776,WR_IN,0,30736998686283788,1483334057,1,1,0,3145472192,112,301536,6,1,141.345
3631544,81932591.246,174789527964,WR_IN,0,30736998687100976,1483334058,1,1,0,3145164680,240,565764,6,1,265.202
3631572,81932791.830,174789955876,WR_IN,1,30736998687528888,1483334059,1,1,0,3142677032,112,349972,6,1,164.049
3631628,81932899.873,174790186368,WR_IN,1,30736998687759380,1483334060,1,1,0,3146541488,112,382924,6,1,179.496
3631712,81933187.477,174790799924,WR_IN,0,30736998688372936,1483334061,1,1,0,3143638072,8,126332,6,1,59.218
3631740,81933199.548,174790825676,WR_IN,1,30736998688398688,1483334062,1,1,0,3143641600,232,772452,6,1,362.087
3631768,81933217.953,174790864940,WR_IN,2,30736998688437952,1483334063,1,1,0,3146540608,112,673384,6,1,315.649
3631880,81933693.431,174791879292,WR_IN,0,30736998689452304,1483334064,1,1,0,3146540592,16,200048,6,1,93.773
3631908,81933694.119,174791880760,WR_IN,1,30736998689453772,1483334065,1,1,0,3146540720,96,358744,6,1,168.161
3631992,81935108.940,174794899044,WR_IN,0,30736998692472056,1483334066,1,1,0,3145164920,240,595628,6,1,279.201
3632048,81960940.672,174850006740,WR_IN,0,30736998747579752,1483334067,1,1,0,3143647248,48,197788,6,1,92.713
3632076,81960951.077,174850028936,WR_IN,1,30736998747601948,1483334068,1,1,0,3143647536,192,494268,6,1,231.688
3632160,81963577.187,174855631304,WR_IN,0,30736998753204316,1483334069,1,1,0,3144222536,112,340276,6,1,159.504
3632216,81975141.015,174880300804,WR_IN,0,30736998777873816,1483334070,1,1,0,3142690560,16,135040,6,1,63.300
3632244,81975141.596,174880302044,WR_IN,1,30736998777875056,1483334071,1,1,0,3142696496,16,170328,6,1,79.841
3632272,81975153.870,174880328228,WR_IN,2,30736998777901240,1483334072,1,1,0,3142697632,32,226400,6,1,106.125
3632300,81975154.468,174880329504,WR_IN,3,30736998777902516,1483334073,1,1,0,3142698096,16,173752,6,1,81.446
3632328,81975154.950,174880330532,WR_IN,4,30736998777903544,1483334074,1,1,0,3142698328,32,245916,6,1,115.273
3632496,81976772.362,174883781012,WR_IN,0,30736998781354024,1483334075,1,1,0,3142690336,112,295908,6,1,138.707
3632552,81977643.157,174885638708,WR_IN,0,30736998783211720,1483334076,1,1,0,3142668680,48,239380,6,1,112.209
3632580,81977653.948,174885661728,WR_IN,1,30736998783234740,1483334077,1,1,0,3142668992,64,254212,6,1,119.162
3632664,82012710.170,174960448336,WR_IN,0,30736998858021348,1483334078,1,1,0,3147202744,112,309624,6,1,145.136
3632720,82014081.808,174963374496,WR_IN,0,30736998860947508,1483334079,1,1,0,3147168392,112,302744,6,1,141.911
3632776,82016815.220,174969205776,WR_IN,0,30736998866778788,1483334080,1,1,0,3142690224,112,295256,6,1,138.401
3632832,82019456.456,174974840412,WR_IN,0,30736998872413424,1483334081,1,1,0,3142667528,56,251520,6,1,117.900
3632860,82019466.101,174974860988,WR_IN,1,30736998872434000,1483334082,1,1,0,3142668288,56,270052,6,1,126.587
3632944,82019910.800,174975809680,WR_IN,0,30736998873382692,1483334083,1,1,0,3147203736,40,188896,6,1,88.545
3632972,82019911.408,174975810976,WR_IN,1,30736998873383988,1483334084,1,1,0,3147204016,72,268604,6,1,125.908
3633056,82022716.678,174981795552,WR_IN,0,30736998879368564,1483334085,1,1,0,3147168504,112,315084,6,1,147.696
3633112,82022887.592,174982160168,WR_IN,0,30736998879733180,1483334086,1,1,0,3144222912,112,298404,6,1,139.877
3633168,82023028.383,174982460524,WR_IN,0,30736998880033536,1483334087,1,1,0,3149085392,112,298580,6,1,139.959
3633224,82023177.159,174982777912,WR_IN,0,30736998880350924,1483334088,1,1,0,3123680000,112,300060,6,1,140.653
3633280,82023380.092,174983210836,WR_IN,0,30736998880783848,1483334089,1,1,0,3147324784,112,314432,6,1,147.390
3633308,82023472.310,174983407568,WR_IN,1,30736998880980580,1483334090,1,1,0,3143362256,112,302528,6,1,141.810
3633392,82024161.663,174984878188,WR_IN,0,30736998882451200,1483334091,1,1,0,3142992912,16,120760,6,1,56.606
3633420,82024162.322,174984879592,WR_IN,1,30736998882452604,1483334092,1,1,0,3144279984,64,283464,6,1,132.874
3633448,82024175.885,174984908528,WR_IN,2,30736998882481540,1483334093,1,1,0,3144294968,32,276248,6,1,129.491
3633560,82024842.375,174986330372,WR_IN,0,30736998883903384,1483334094,1,1,0,3142991568,112,299016,6,1,140.164
3633616,82025606.645,174987960816,WR_IN,0,30736998885533828,1483334095,1,1,0,3145452320,16,119844,6,1,56.177
3633644,82025607.260,174987962128,WR_IN,1,30736998885535140,1483334096,1,1,0,3145457600,96,291368,6,1,136.579
3633728,82026284.319,174989406520,WR_IN,0,30736998886979532,1483334097,1,1,0,3132587152,112,300136,6,1,140.689
3633784,82026671.383,174990232256,WR_IN,0,30736998887805268,1483334098,1,1,0,3132587264,112,299128,6,1,140.216
3633840,82027176.797,174991310472,WR_IN,0,30736998888883484,1483334099,1,1,0,3132587824,112,298288,6,1,139.823
3633896,82027515.778,174992033632,WR_IN,0,30736998889606644,1483334100,1,1,0,3142911104,112,297788,6,1,139.588
3633952,82027946.702,174992952936,WR_IN,0,30736998890525948,1483334101,1,1,0,3132587376,112,298564,6,1,139.952
3634008,82028361.943,174993838784,WR_IN,0,30736998891411796,1483334102,1,1,0,3132590608,80,289636,6,1,135.767
3634036,82028362.526,174993840028,WR_IN,1,30736998891413040,1483334103,1,1,0,3142260176,32,276284,6,1,129.508
3634120,82028680.095,174994517508,WR_IN,0,30736998892090520,1483334104,1,1,0,3123405608,112,348388,6,1,163.307
3634176,82030907.730,174999269796,WR_IN,0,30736998896842808,1483334105,1,1,0,3144070008,112,336324,6,1,157.652
3634232,82031875.749,175001334904,WR_IN,0,30736998898907916,1483334106,1,1,0,3147305472,112,299416,6,1,140.351
3634288,82032249.868,175002133024,WR_IN,0,30736998899706036,1483334107,1,1,0,3142624528,112,324520,6,1,152.119
3634316,82032343.010,175002331728,WR_IN,1,30736998899904740,1483334108,1,1,0,3145353304,112,356220,6,1,166.978
3634372,82032436.352,175002530856,WR_IN,1,30736998900103868,1483334109,1,1,0,3144727880,112,340940,6,1,159.816
3634456,82039535.625,175017675972,WR_IN,0,30736998915248984,1483334110,1,1,0,3147271992,112,320516,6,1,150.242
3634512,82039801.644,175018243480,WR_IN,0,30736998915816492,1483334111,1,1,0,3142625312,112,300968,6,1,141.079
3634568,82040049.182,175018771560,WR_IN,0,30736998916344572,1483334112,1,1,0,3142625424,112,300184,6,1,140.711
3634624,82040771.728,175020312992,WR_IN,0,30736998917886004,1483334113,1,1,0,3147305584,112,297512,6,1,139.459
3634680,82041137.507,175021093320,WR_IN,0,30736998918666332,1483334114,1,1,0,3142624976,112,299632,6,1,140.453
3634736,82041586.618,175022051424,WR_IN,0,30736998919624436,1483334115,1,1,0,3142625088,112,299000,6,1,140.156
3634792,82041908.915,175022738992,WR_IN,0,30736998920312004,1483334116,1,1,0,3142625200,112,299036,6,1,140.173
3634848,82042169.060,175023293968,WR_IN,0,30736998920866980,1483334117,1,1,0,3142624864,112,299172,6,1,140.237
3634904,82043063.923,175025203008,WR_IN,0,30736998922776020,1483334118,1,1,0,3147434840,96,293956,6,1,137.792
3634932,82043064.557,175025204360,WR_IN,1,30736998922777372,1483334119,1,1,0,3147451128,16,176140,6,1,82.566
3635016,82043383.712,175025885224,WR_IN,0,30736998923458236,1483334120,1,1,0,3147418312,112,301756,6,1,141.448
3635072,82044450.523,175028161088,WR_IN,0,30736998925734100,1483334121,1,1,0,3147409904,64,262080,6,1,122.850
3635100,82044451.097,175028162312,WR_IN,1,30736998925735324,1483334122,1,1,0,3147418264,48,296268,6,1,138.876
3635184,82047607.297,175034895540,WR_IN,0,30736998932468552,1483334123,1,1,0,3147418424,80,319040,6,1,149.550
3635212,82047607.892,175034896808,WR_IN,1,30736998932469820,1483334124,1,1,0,3147434696,32,268100,6,1,125.672
3635296,82048571.306,175036952092,WR_IN,0,30736998934525104,1483334125,1,1,0,3142625536,112,300996,6,1,141.092
3635352,82048869.474,175037588184,WR_IN,0,30736998935161196,1483334126,1,1,0,3147271880,112,334108,6,1,156.613
3635408,82049133.958,175038152416,WR_IN,0,30736998935725428,1483334127,1,1,0,3142626320,112,300016,6,1,140.633
3635464,82049406.020,175038732816,WR_IN,0,30736998936305828,1483334128,1,1,0,3142626432,16,119340,6,1,55.941
3635492,82049414.546,175038751004,WR_IN,1,30736998936324016,1483334129,1,1,0,3142657992,64,257300,6,1,120.609
3635520,82049415.131,175038752252,WR_IN,2,30736998936325264,1483334130,1,1,0,3142658176,32,215588,6,1,101.057
3635632,82050025.732,175040054868,WR_IN,0,30736998937627880,1483334131,1,1,0,3142625648,112,300120,6,1,140.681
3635688,82050300.017,175040640008,WR_IN,0,30736998938213020,1483334132,1,1,0,3142625984,112,299844,6,1,140.552
3635744,82050630.808,175041345696,WR_IN,0,30736998938918708,1483334133,1,1,0,3142625872,112,299296,6,1,140.295
3635800,82051255.599,175042678584,WR_IN,0,30736998940251596,1483334134,1,1,0,3142625760,112,299976,6,1,140.614
3635856,82052815.220,175046005776,WR_IN,0,30736998943578788,1483334135,1,1,0,3147434728,112,336368,6,1,157.673
3635912,82053226.665,175046883524,WR_IN,0,30736998944456536,1483334136,1,1,0,3147451256,112,301976,6,1,141.551
3635968,82057254.247,175055475700,WR_IN,0,30736998953048712,1483334137,1,1,0,3142626096,112,300860,6,1,141.028
3636024,82057840.372,175056726100,WR_IN,0,30736998954299112,1483334138,1,1,0,3123415304,112,306516,6,1,143.679
3636080,82058126.105,175057335664,WR_IN,0,30736998954908676,1483334139,1,1,0,3142626208,112,299948,6,1,140.601
3636136,82058464.265,175058057072,WR_IN,0,30736998955630084,1483334140,1,1,0,3123415752,112,304028,6,1,142.513
3636192,82058753.925,175058675012,WR_IN,0,30736998956248024,1483334141,1,1,0,3123415640,112,323996,6,1,151.873
3636248,82059060.371,175059328764,WR_IN,0,30736998956901776,1483334142,1,1,0,3123415416,112,316340,6,1,148.284
3636304,82059319.668,175059881932,WR_IN,0,30736998957454944,1483334143,1,1,0,3147451144,112,334624,6,1,156.855
3636360,82059487.252,175060239444,WR_IN,0,30736998957812456,1483334144,1,1,0,3123415528,112,336156,6,1,157.573
3636416,82059879.090,175061075364,WR_IN,0,30736998958648376,1483334145,1,1,0,3148766968,112,300428,6,1,140.826
3636472,82060329.928,175062037152,WR_IN,0,30736998959610164,1483334146,1,1,0,3148766856,112,333408,6,1,156.285
