#DUMP_OFFSET.I,ELAPSED_USECS.D,ELAPSED_TICKS.I,CMD.S,INFLIGHT_IOS.I,TS.I,SEQID.I,LUN_SSID.I,OP.I,PHASE.I,LBA.I,NBLKS.I,LATENCY_TICKS.I,HOST_ID.I,HOST_LUN.I,LATENCY_USECS.D
3636528,82063023.452,175067783336,WR_IN,0,30736998965356348,1483334147,1,1,0,3147408768,112,296328,6,1,138.904
3636584,82064174.962,175070239892,WR_IN,0,30736998967812904,1483334148,1,1,0,3148292672,112,302348,6,1,141.726
3636640,82065087.992,175072187688,WR_IN,0,30736998969760700,1483334149,1,1,0,3148767080,112,335820,6,1,157.416
3636696,82073971.449,175091139064,WR_IN,0,30736998988712076,1483334150,1,1,0,3147037096,112,305912,6,1,143.396
3636752,82076058.780,175095592036,WR_IN,0,30736998993165048,1483334151,1,1,0,3147408880,16,121396,6,1,56.904
3636780,82076067.862,175095611412,WR_IN,1,30736998993184424,1483334152,1,1,0,3149711168,96,269724,6,1,126.433
3636864,82076804.383,175097182656,WR_IN,0,30736998994755668,1483334153,1,1,0,2254432272,40,162124,6,1,75.996
3636920,82076928.324,175097447064,WR_IN,0,30736998995020076,1483334154,1,1,0,2254432312,8,122188,6,1,57.276
3636976,82077933.978,175099592460,WR_IN,0,30736998997165472,1483334155,1,1,0,3147072672,112,298508,6,1,139.926
3637032,82078346.593,175100472704,WR_IN,0,30736998998045716,1483334156,1,1,0,3147061656,112,304444,6,1,142.708
3637088,82080809.972,175105727912,WR_IN,0,30736999003300924,1483334157,1,1,0,3147037208,112,316796,6,1,148.498
3637144,82082879.501,175110142908,WR_IN,0,30736999007715920,1483334158,1,1,0,3145354832,112,299088,6,1,140.198
3637200,82083740.803,175111980352,WR_IN,0,30736999009553364,1483334159,1,1,0,3145354944,112,298628,6,1,139.982
3637256,82083881.717,175112280968,WR_IN,0,30736999009853980,1483334160,1,1,0,3149180016,112,300692,6,1,140.949
3637312,82090115.795,175125580336,WR_IN,0,30736999023153348,1483334161,1,1,0,3143320880,112,300544,6,1,140.880
3637368,82090369.541,175126121660,WR_IN,0,30736999023694672,1483334162,1,1,0,3143432080,112,300052,6,1,140.649
3637424,82092224.156,175130078172,WR_IN,0,30736999027651184,1483334163,1,1,0,3143179592,112,302612,6,1,141.849
3637480,82092596.962,175130873492,WR_IN,0,30736999028446504,1483334164,1,1,0,3143179704,112,316552,6,1,148.384
3637536,82092957.587,175131642824,WR_IN,0,30736999029215836,1483334165,1,1,0,3143179816,112,314960,6,1,147.638
3637592,82093529.958,175132863884,WR_IN,0,30736999030436896,1483334166,1,1,0,3143180040,112,300144,6,1,140.693
3637648,82093846.578,175133539340,WR_IN,0,30736999031112352,1483334167,1,1,0,3143196352,112,300368,6,1,140.798
3637704,82094320.262,175134549864,WR_IN,0,30736999032122876,1483334168,1,1,0,3143213120,112,300700,6,1,140.953
3637760,82094953.663,175135901120,WR_IN,0,30736999033474132,1483334169,1,1,0,3144993256,24,143688,6,1,67.354
3637788,82094954.289,175135902456,WR_IN,1,30736999033475468,1483334170,1,1,0,3144993984,88,305088,6,1,143.010
3637872,82095239.058,175136509964,WR_IN,0,30736999034082976,1483334171,1,1,0,3143284544,112,417000,6,1,195.469
3637928,82097529.542,175141396328,WR_IN,0,30736999038969340,1483334172,1,1,0,3143213232,16,134440,6,1,63.019
3637956,82097530.179,175141397688,WR_IN,1,30736999038970700,1483334173,1,1,0,3143213488,96,291980,6,1,136.866
3638040,82097772.673,175141915008,WR_IN,0,30736999039488020,1483334174,1,1,0,3143213920,112,302016,6,1,141.570
3638096,82098023.501,175142450108,WR_IN,0,30736999040023120,1483334175,1,1,0,3143213584,112,301756,6,1,141.448
3638152,82098271.158,175142978444,WR_IN,0,30736999040551456,1483334176,1,1,0,3143213696,112,301416,6,1,141.289
3638208,82098516.138,175143501068,WR_IN,0,30736999041074080,1483334177,1,1,0,3143213808,112,303436,6,1,142.236
3638264,82098764.471,175144030844,WR_IN,0,30736999041603856,1483334178,1,1,0,3143214032,112,305284,6,1,143.102
3638320,82099016.418,175144568332,WR_IN,0,30736999042141344,1483334179,1,1,0,3143179928,112,336304,6,1,157.643
3638376,82099277.769,175145125880,WR_IN,0,30736999042698892,1483334180,1,1,0,3143214144,112,307592,6,1,144.184
3638432,82111390.457,175170966280,WR_IN,0,30736999068539292,1483334181,1,1,0,3148785624,112,317756,6,1,148.948
3638488,82112669.998,175173695968,WR_IN,0,30736999071268980,1483334182,1,1,0,3148785736,80,325636,6,1,152.642
3638516,82112670.752,175173697576,WR_IN,1,30736999071270588,1483334183,1,1,0,3149711296,32,255844,6,1,119.927
3638600,82113049.224,175174504984,WR_IN,0,30736999072077996,1483334184,1,1,0,2254432320,40,162428,6,1,76.138
3638656,82113202.434,175174831832,WR_IN,0,30736999072404844,1483334185,1,1,0,2254432360,8,121864,6,1,57.124
3638712,82113716.876,175175929308,WR_IN,0,30736999073502320,1483334186,1,1,0,3148175576,112,304208,6,1,142.598
3638768,82115791.083,175180354284,WR_IN,0,30736999077927296,1483334187,1,1,0,3148175800,72,278480,6,1,130.538
3638796,82115801.792,175180377128,WR_IN,1,30736999077950140,1483334188,1,1,0,3148176000,40,277316,6,1,129.992
3638880,82116790.732,175182486868,WR_IN,0,30736999080059880,1483334189,1,1,0,3148175688,112,335276,6,1,157.161
3638936,82120178.255,175189713584,WR_IN,0,30736999087286596,1483334190,1,1,0,3148176264,112,301492,6,1,141.324
3638992,82120813.978,175191069792,WR_IN,0,30736999088642804,1483334191,1,1,0,3148176040,112,315688,6,1,147.979
3639048,82121244.817,175191988916,WR_IN,0,30736999089561928,1483334192,1,1,0,3148177384,112,303692,6,1,142.356
3639104,82121566.194,175192674520,WR_IN,0,30736999090247532,1483334193,1,1,0,3145740152,112,335744,6,1,157.380
3639160,82122013.886,175193629596,WR_IN,0,30736999091202608,1483334194,1,1,0,3145740712,112,299752,6,1,140.509
3639216,82122324.155,175194291504,WR_IN,0,30736999091864516,1483334195,1,1,0,3145553696,16,119252,6,1,55.899
3639244,82122324.815,175194292912,WR_IN,1,30736999091865924,1483334196,1,1,0,3145634080,96,284936,6,1,133.564
3639328,82122566.342,175194808168,WR_IN,0,30736999092381180,1483334197,1,1,0,3145825792,112,297904,6,1,139.643
3639384,82123608.825,175197032132,WR_IN,0,30736999094605144,1483334198,1,1,0,3148469344,112,299208,6,1,140.254
3639440,82125826.513,175201763200,WR_IN,0,30736999099336212,1483334199,1,1,0,3148469456,112,299560,6,1,140.419
3639496,82126674.971,175203573244,WR_IN,0,30736999101146256,1483334200,1,1,0,3148469008,112,299012,6,1,140.162
3639552,82127057.192,175204388648,WR_IN,0,30736999101961660,1483334201,1,1,0,3145740600,112,336004,6,1,157.502
3639608,82129832.064,175210308376,WR_IN,0,30736999107881388,1483334202,1,1,0,3148469680,112,299504,6,1,140.393
3639664,82168150.937,175292055304,WR_IN,0,30736999189628316,1483334203,1,1,0,3133054000,16,116840,6,1,54.769
3639720,82168212.566,175292186780,WR_IN,0,30736999189759792,1483334204,1,1,0,3147431904,32,153636,6,1,72.017
3639748,82168222.745,175292208496,WR_IN,1,30736999189781508,1483334205,1,1,0,3147432256,208,846856,6,1,396.964
3639776,82168223.325,175292209732,WR_IN,2,30736999189782744,1483334206,1,1,0,3147478496,240,1036660,6,1,485.934
3639804,82168223.882,175292210920,WR_IN,3,30736999189783932,1483334207,1,1,0,3147487064,16,184028,6,1,86.263
3639888,82168442.700,175292677732,WR_IN,2,30736999190250744,1483334208,1,1,0,3149151896,112,457844,6,1,214.614
3640000,82168918.627,175293693044,WR_IN,0,30736999191266056,1483334209,1,1,0,3149152120,112,304152,6,1,142.571
3640056,82169121.367,175294125556,WR_IN,0,30736999191698568,1483334210,1,1,0,3146664704,96,498148,6,1,233.507
3640084,82169132.537,175294149384,WR_IN,1,30736999191722396,1483334211,1,1,0,3146685568,112,1074656,6,1,503.745
3640112,82169133.155,175294150704,WR_IN,2,30736999191723716,1483334212,1,1,0,3146664488,104,966980,6,1,453.272
3640140,82169146.608,175294179404,WR_IN,3,30736999191752416,1483334213,1,1,0,3146664592,96,886300,6,1,415.453
3640168,82169166.150,175294221092,WR_IN,4,30736999191794104,1483334214,1,1,0,3146664352,24,301336,6,1,141.251
3640196,82169174.992,175294239956,WR_IN,5,30736999191812968,1483334215,1,1,0,3146673472,64,878744,6,1,411.911
3640224,82169256.056,175294412892,WR_IN,6,30736999191985904,1483334216,1,1,0,3144792944,112,811900,6,1,380.578
3640448,82169721.693,175295406252,WR_IN,0,30736999192979264,1483334217,1,1,0,3146673536,16,119120,6,1,55.838
3640504,82170411.731,175296878332,WR_IN,0,30736999194451344,1483334218,1,1,0,3147344896,496,1023140,6,1,479.597
3640560,82171056.157,175298253108,WR_IN,0,30736999195826120,1483334219,1,1,0,3147345392,16,114820,6,1,53.822
3640616,82171784.610,175299807140,WR_IN,0,30736999197380152,1483334220,1,1,0,3143709104,496,1051324,6,1,492.808
3640672,82172433.847,175301192180,WR_IN,0,30736999198765192,1483334221,1,1,0,3143709600,16,114784,6,1,53.805
3640728,82173100.303,175302613952,WR_IN,0,30736999200186964,1483334222,1,1,0,3133170496,496,1034028,6,1,484.701
3640784,82173732.982,175303963668,WR_IN,0,30736999201536680,1483334223,1,1,0,3133170992,16,114640,6,1,53.738
3640840,82174434.437,175305460104,WR_IN,0,30736999203033116,1483334224,1,1,0,3149373472,224,879108,6,1,412.082
3640868,82174447.708,175305488416,WR_IN,1,30736999203061428,1483334225,1,1,0,3149583168,112,954760,6,1,447.544
3640896,82174448.330,175305489744,WR_IN,2,30736999203062756,1483334226,1,1,0,3149583744,112,954120,6,1,447.244
3640924,82174448.865,175305490884,WR_IN,3,30736999203063896,1483334227,1,1,0,3149584000,48,453724,6,1,212.683
3641064,82175019.215,175306707632,WR_IN,0,30736999204280644,1483334228,1,1,0,3149584048,16,115856,6,1,54.308
3641120,82175671.102,175308098324,WR_IN,0,30736999205671336,1483334229,1,1,0,3143868640,144,618316,6,1,289.836
3641148,82175681.244,175308119960,WR_IN,1,30736999205692972,1483334230,1,1,0,3143868304,240,865760,6,1,405.825
3641176,82175681.792,175308121128,WR_IN,2,30736999205694140,1483334231,1,1,0,3144304880,16,245996,6,1,115.311
3641204,82175682.258,175308122124,WR_IN,3,30736999205695136,1483334232,1,1,0,3144304992,40,442860,6,1,207.591
3641232,82175698.397,175308156552,WR_IN,4,30736999205729564,1483334233,1,1,0,3144305064,40,478848,6,1,224.460
3641260,82175698.931,175308157692,WR_IN,5,30736999205730704,1483334234,1,1,0,3144666488,16,429652,6,1,201.399
3641456,82176199.338,175309225228,WR_IN,0,30736999206798240,1483334235,1,1,0,3144666504,16,141616,6,1,66.383
3641512,82176843.086,175310598556,WR_IN,0,30736999208171568,1483334236,1,1,0,3143883976,496,1088548,6,1,510.257
3641568,82177538.338,175312081760,WR_IN,0,30736999209654772,1483334237,1,1,0,3143884472,16,156044,6,1,73.146
3641624,82178246.737,175313593012,WR_IN,0,30736999211166024,1483334238,1,1,0,3149115344,48,259592,6,1,121.684
3641652,82178247.375,175313594372,WR_IN,1,30736999211167384,1483334239,1,1,0,3149186784,112,790524,6,1,370.558
3641680,82178260.807,175313623028,WR_IN,2,30736999211196040,1483334240,1,1,0,3149115968,112,867324,6,1,406.558
3641708,82178261.441,175313624380,WR_IN,3,30736999211197392,1483334241,1,1,0,3149115520,112,866696,6,1,406.264
3641736,82178261.949,175313625464,WR_IN,4,30736999211198476,1483334242,1,1,0,3149115728,48,491944,6,1,230.599
3641764,82178262.476,175313626588,WR_IN,5,30736999211199600,1483334243,1,1,0,3149115888,64,530392,6,1,248.621
3641960,82178787.742,175314747156,WR_IN,0,30736999212320168,1483334244,1,1,0,3149115392,16,114608,6,1,53.723
3642016,82179517.938,175316304908,WR_IN,0,30736999213877920,1483334245,1,1,0,3147937584,96,436144,6,1,204.443
3642044,82179518.522,175316306152,WR_IN,1,30736999213879164,1483334246,1,1,0,3147946088,24,241440,6,1,113.175
3642072,82179531.086,175316332956,WR_IN,2,30736999213905968,1483334247,1,1,0,3147946688,152,898140,6,1,421.003
3642100,82179531.714,175316334296,WR_IN,3,30736999213907308,1483334248,1,1,0,3147948992,128,816940,6,1,382.941
3642128,82179532.578,175316336140,WR_IN,4,30736999213909152,1483334249,1,1,0,3147949232,96,668968,6,1,313.579
3642212,82179785.756,175316876252,WR_IN,3,30736999214449264,1483334250,1,1,0,3148533824,112,414032,6,1,194.078
3642268,82179870.480,175317056996,WR_IN,3,30736999214630008,1483334251,1,1,0,3145825472,112,351396,6,1,164.717
3642408,82180047.892,175317435476,WR_IN,0,30736999215008488,1483334252,1,1,0,3147946840,16,141048,6,1,66.116
3642464,82180246.569,175317859320,WR_IN,0,30736999215432332,1483334253,1,1,0,3148534048,112,296312,6,1,138.896
3642520,82180706.415,175318840324,WR_IN,0,30736999216413336,1483334254,1,1,0,3148534272,48,257952,6,1,120.915
3642548,82180707.129,175318841848,WR_IN,1,30736999216414860,1483334255,1,1,0,3148791976,24,284156,6,1,133.198
3642576,82180719.105,175318867396,WR_IN,2,30736999216440408,1483334256,1,1,0,3148792240,40,280408,6,1,131.441
3642688,82181860.335,175321302020,WR_IN,0,30736999218875032,1483334257,1,1,0,3147482736,112,297092,6,1,139.262
3642744,82182570.174,175322816344,WR_IN,0,30736999220389356,1483334258,1,1,0,3147482512,112,294764,6,1,138.171
3642800,82183078.980,175323901796,WR_IN,0,30736999221474808,1483334259,1,1,0,3147482624,112,297324,6,1,139.371
3642856,82184364.474,175326644184,WR_IN,0,30736999224217196,1483334260,1,1,0,3148533936,112,298352,6,1,139.853
3642912,82184783.045,175327537136,WR_IN,0,30736999225110148,1483334261,1,1,0,3148792280,112,333312,6,1,156.240
3642968,82185184.113,175328392748,WR_IN,0,30736999225965760,1483334262,1,1,0,3148792728,96,324692,6,1,152.199
3642996,82185185.008,175328394656,WR_IN,1,30736999225967668,1483334263,1,1,0,3148534320,16,161460,6,1,75.684
3643080,82185439.323,175328937196,WR_IN,0,30736999226510208,1483334264,1,1,0,3148534336,112,296052,6,1,138.774
3643136,82185831.618,175329774092,WR_IN,0,30736999227347104,1483334265,1,1,0,3148534560,112,295916,6,1,138.711
3643192,82186073.130,175330289316,WR_IN,0,30736999227862328,1483334266,1,1,0,3148534672,112,298768,6,1,140.048
3643248,82186431.129,175331053048,WR_IN,0,30736999228626060,1483334267,1,1,0,3148534160,112,298980,6,1,140.147
3643304,82186721.853,175331673260,WR_IN,0,30736999229246272,1483334268,1,1,0,3148791688,64,273856,6,1,128.370
3643332,82186731.468,175331693772,WR_IN,1,30736999229266784,1483334269,1,1,0,3148792000,48,275524,6,1,129.152
3643416,82186973.775,175332210692,WR_IN,0,30736999229783704,1483334270,1,1,0,3148792048,112,296448,6,1,138.960
3643472,82188055.777,175334518964,WR_IN,0,30736999232091976,1483334271,1,1,0,3147482960,48,215296,6,1,100.920
3643500,82188056.345,175334520176,WR_IN,1,30736999232093188,1483334272,1,1,0,3147483520,64,268288,6,1,125.760
3643584,82188515.448,175335499596,WR_IN,0,30736999233072608,1483334273,1,1,0,3147483584,112,296940,6,1,139.191
3643640,82189859.190,175338366244,WR_IN,0,30736999235939256,1483334274,1,1,0,3143728392,112,334784,6,1,156.930
3643696,82190224.173,175339144876,WR_IN,0,30736999236717888,1483334275,1,1,0,3147484400,80,289360,6,1,135.638
3643724,82190224.860,175339146340,WR_IN,1,30736999236719352,1483334276,1,1,0,3148245912,32,246348,6,1,115.476
3643808,82191048.159,175340902712,WR_IN,0,30736999238475724,1483334277,1,1,0,3146316256,112,299572,6,1,140.424
3643864,82191808.284,175342524312,WR_IN,0,30736999240097324,1483334278,1,1,0,3146284456,16,143068,6,1,67.063
3643892,82191808.852,175342525524,WR_IN,1,30736999240098536,1483334279,1,1,0,3146315888,16,155172,6,1,72.737
3643920,82191821.574,175342552664,WR_IN,2,30736999240125676,1483334280,1,1,0,3146316032,80,251748,6,1,118.007
3644032,82192188.890,175343336272,WR_IN,0,30736999240909284,1483334281,1,1,0,3147484288,112,319932,6,1,149.968
3644060,82192282.312,175343535572,WR_IN,1,30736999241108584,1483334282,1,1,0,3146318368,112,292272,6,1,137.003
3644116,82192418.861,175343826876,WR_IN,1,30736999241399888,1483334283,1,1,0,3148237696,112,307960,6,1,144.356
3644200,82193141.589,175345368696,WR_IN,0,30736999242941708,1483334284,1,1,0,3146528304,112,296848,6,1,139.148
3644256,82193425.772,175345974952,WR_IN,0,30736999243547964,1483334285,1,1,0,3148802976,112,299084,6,1,140.196
3644284,82193565.433,175346272896,WR_IN,1,30736999243845908,1483334286,1,1,0,3146528080,112,300172,6,1,140.706
3644368,82193861.113,175346903680,WR_IN,0,30736999244476692,1483334287,1,1,0,3148802856,96,290980,6,1,136.397
3644396,82193872.421,175346927804,WR_IN,1,30736999244500816,1483334288,1,1,0,3148802960,16,165216,6,1,77.445
3644480,82194399.753,175348052780,WR_IN,0,30736999245625792,1483334289,1,1,0,3147483696,48,217116,6,1,101.773
3644508,82194400.363,175348054080,WR_IN,1,30736999245627092,1483334290,1,1,0,3147484224,64,269568,6,1,126.360
3644592,82194642.453,175348570540,WR_IN,0,30736999246143552,1483334291,1,1,0,3147169664,112,299532,6,1,140.406
3644648,82195795.772,175351030952,WR_IN,0,30736999248603964,1483334292,1,1,0,3147171744,112,296788,6,1,139.119
3644704,82196542.269,175352623480,WR_IN,0,30736999250196492,1483334293,1,1,0,3147171856,112,297284,6,1,139.352
3644760,82200143.737,175360306612,WR_IN,0,30736999257879624,1483334294,1,1,0,3147171968,112,301176,6,1,141.176
3644816,82200606.913,175361294720,WR_IN,0,30736999258867732,1483334295,1,1,0,3148803312,48,196800,6,1,92.250
3644844,82200616.796,175361315804,WR_IN,1,30736999258888816,1483334296,1,1,0,3148804864,64,249972,6,1,117.174
3644928,82200938.109,175362001272,WR_IN,0,30736999259574284,1483334297,1,1,0,3148803200,112,294592,6,1,138.090
3644984,82201874.559,175363999032,WR_IN,0,30736999261572044,1483334298,1,1,0,3148803088,112,295468,6,1,138.501
3645040,82202568.015,175365478404,WR_IN,0,30736999263051416,1483334299,1,1,0,3145120856,112,305296,6,1,143.108
3645096,82202895.798,175366177676,WR_IN,0,30736999263750688,1483334300,1,1,0,3145121080,16,147208,6,1,69.004
3645124,82202896.387,175366178932,WR_IN,1,30736999263751944,1483334301,1,1,0,3145110008,96,346396,6,1,162.373
3645180,82203024.317,175366451848,WR_IN,1,30736999264024860,1483334302,1,1,0,3123611456,112,308808,6,1,144.754
3645264,82203279.305,175366995824,WR_IN,0,30736999264568836,1483334303,1,1,0,3147172080,16,120604,6,1,56.533
3645292,82203288.185,175367014768,WR_IN,1,30736999264587780,1483334304,1,1,0,3149711360,96,269228,6,1,126.201
3645376,82203906.230,175368333264,WR_IN,0,30736999265906276,1483334305,1,1,0,2254432368,40,163728,6,1,76.748
3645432,82204080.202,175368704404,WR_IN,0,30736999266277416,1483334306,1,1,0,2254432408,8,121840,6,1,57.113
3645488,82204400.666,175369388060,WR_IN,0,30736999266961072,1483334307,1,1,0,3123610784,112,299536,6,1,140.408
3645544,82205718.641,175372199740,WR_IN,0,30736999269772752,1483334308,1,1,0,3148804928,112,298156,6,1,139.761
3645600,82207035.626,175375009308,WR_IN,0,30736999272582320,1483334309,1,1,0,3148805152,112,297168,6,1,139.298
3645656,82207766.083,175376567616,WR_IN,0,30736999274140628,1483334310,1,1,0,3148812512,112,299864,6,1,140.561
3645712,82208355.410,175377824848,WR_IN,0,30736999275397860,1483334311,1,1,0,3148812624,112,299028,6,1,140.169
3645768,82208635.616,175378422620,WR_IN,0,30736999275995632,1483334312,1,1,0,3148805264,96,288688,6,1,135.323
3645796,82208636.270,175378424016,WR_IN,1,30736999275997028,1483334313,1,1,0,3148812496,16,168636,6,1,79.048
3645880,82209636.945,175380558788,WR_IN,0,30736999278131800,1483334314,1,1,0,3148805040,112,298048,6,1,139.710
3645936,82211816.081,175385207612,WR_IN,0,30736999282780624,1483334315,1,1,0,3148812736,112,299076,6,1,140.192
3645992,82213652.255,175389124784,WR_IN,0,30736999286697796,1483334316,1,1,0,3148812960,32,159992,6,1,74.996
3646020,82213652.837,175389126024,WR_IN,1,30736999286699036,1483334317,1,1,0,3148828000,80,275284,6,1,129.039
3646104,82214287.378,175390479712,WR_IN,0,30736999288052724,1483334318,1,1,0,3148812848,112,299436,6,1,140.361
3646160,82214980.472,175391958312,WR_IN,0,30736999289531324,1483334319,1,1,0,3148828416,80,284956,6,1,133.573
3646188,82214981.060,175391959568,WR_IN,1,30736999289532580,1483334320,1,1,0,3149711488,32,237852,6,1,111.493
3646272,82215281.342,175392600168,WR_IN,0,30736999290173180,1483334321,1,1,0,2254432416,40,163720,6,1,76.744
3646328,82215425.535,175392907780,WR_IN,0,30736999290480792,1483334322,1,1,0,2254432456,8,123600,6,1,57.938
3646384,82215700.162,175393493652,WR_IN,0,30736999291066664,1483334323,1,1,0,3148828304,112,297072,6,1,139.253
3646440,82216702.410,175395631780,WR_IN,0,30736999293204792,1483334324,1,1,0,3148828080,112,297188,6,1,139.307
3646496,82217288.743,175396882624,WR_IN,0,30736999294455636,1483334325,1,1,0,3148828192,112,296744,6,1,139.099
3646552,82220373.296,175403463004,WR_IN,0,30736999301036016,1483334326,1,1,0,3148223384,112,319136,6,1,149.595
3646608,82224590.660,175412460048,WR_IN,0,30736999310033060,1483334327,1,1,0,3147745040,112,299272,6,1,140.284
3646664,82229748.768,175423464012,WR_IN,0,30736999321037024,1483334328,1,1,0,3147745264,112,297176,6,1,139.301
3646720,82230036.913,175424078720,WR_IN,0,30736999321651732,1483334329,1,1,0,3143022512,80,294112,6,1,137.865
3646748,82230047.943,175424102252,WR_IN,1,30736999321675264,1483334330,1,1,0,3142947144,32,294996,6,1,138.279
3646832,82231464.952,175427125204,WR_IN,0,30736999324698216,1483334333,1,1,0,3147745376,112,308812,6,1,144.756
3646888,82235440.640,175435606672,WR_IN,0,30736999333179684,1483334334,1,1,0,3132749648,112,300952,6,1,141.071
3646944,82236643.018,175438171744,WR_IN,0,30736999335744756,1483334335,1,1,0,3133014256,496,1027420,6,1,481.603
3647000,82239049.725,175443306052,WR_IN,0,30736999340879064,1483334336,1,1,0,3132749872,112,300032,6,1,140.640
3647056,82239904.316,175445129180,WR_IN,0,30736999342702192,1483334337,1,1,0,3132749760,112,297312,6,1,139.365
3647112,82240355.732,175446092200,WR_IN,0,30736999343665212,1483334338,1,1,0,3133014752,496,1025532,6,1,480.718
3647168,82243541.006,175452887452,WR_IN,0,30736999350460464,1483334339,1,1,0,3132749984,112,300120,6,1,140.681
3647224,82244036.058,175453943564,WR_IN,0,30736999351516576,1483334340,1,1,0,3133015248,432,987924,6,1,463.089
3647252,82244051.923,175453977408,WR_IN,1,30736999351550420,1483334341,1,1,0,3133034304,64,362480,6,1,169.913
3647336,82244709.759,175455380792,WR_IN,0,30736999352953804,1483334342,1,1,0,3142261792,32,211712,6,1,99.240
3647364,82244710.402,175455382164,WR_IN,1,30736999352955176,1483334343,1,1,0,3142280440,8,208996,6,1,97.967
3647392,82244722.858,175455408736,WR_IN,2,30736999352981748,1483334344,1,1,0,3142280480,24,185372,6,1,86.893
3647504,82244998.697,175455997192,WR_IN,0,30736999353570204,1483334345,1,1,0,2254432464,40,169564,6,1,79.483
3647560,82245152.002,175456324244,WR_IN,0,30736999353897256,1483334346,1,1,0,2254432504,8,123720,6,1,57.994
3647616,82247707.764,175461776536,WR_IN,0,30736999359349548,1483334347,1,1,0,3132750096,112,298760,6,1,140.044
3647672,82248032.850,175462470052,WR_IN,0,30736999360043064,1483334348,1,1,0,3132750208,112,297724,6,1,139.558
3647728,82248517.524,175463504024,WR_IN,0,30736999361077036,1483334349,1,1,0,3143651072,256,785804,6,1,368.346
3647756,82248532.031,175463534972,WR_IN,1,30736999361107984,1483334350,1,1,0,3143651584,224,857484,6,1,401.946
3647784,82248532.610,175463536208,WR_IN,2,30736999361109220,1483334351,1,1,0,3143699992,16,238280,6,1,111.694
3647896,82252052.619,175471045560,WR_IN,0,30736999368618572,1483334352,1,1,0,3143700008,24,188440,6,1,88.331
3647924,82252053.195,175471046788,WR_IN,1,30736999368619800,1483334353,1,1,0,3143700408,8,155184,6,1,72.743
3647952,82252067.460,175471077220,WR_IN,2,30736999368650232,1483334354,1,1,0,3143700928,432,954596,6,1,447.467
3647980,82252083.712,175471111892,WR_IN,3,30736999368684904,1483334355,1,1,0,3143701888,32,165640,6,1,77.644
3648120,82255831.320,175479106788,WR_IN,0,30736999376679800,1483334356,1,1,0,3143701920,208,607032,6,1,284.546
3648148,82255844.512,175479134932,WR_IN,1,30736999376707944,1483334357,1,1,0,3143701360,288,880536,6,1,412.751
3648232,82257807.697,175483323060,WR_IN,0,30736999380896072,1483334358,1,1,0,3146165600,240,698352,6,1,327.353
3648260,82257824.257,175483358388,WR_IN,1,30736999380931400,1483334359,1,1,0,3132750320,112,710032,6,1,332.828
3648344,82260006.843,175488014572,WR_IN,0,30736999385587584,1483334360,1,1,0,3143701648,240,791304,6,1,370.924
3648372,82260022.003,175488046912,WR_IN,1,30736999385619924,1483334361,1,1,0,3143702144,192,847920,6,1,397.463
3648400,82260022.623,175488048236,WR_IN,2,30736999385621248,1483334362,1,1,0,3144281392,64,478300,6,1,224.203
3648512,82260555.465,175489184964,WR_IN,0,30736999386757976,1483334363,1,1,0,3144295728,32,178100,6,1,83.484
3648540,82260556.447,175489187060,WR_IN,1,30736999386760072,1483334364,1,1,0,3144312104,32,218696,6,1,102.514
3648624,82261219.372,175490601300,WR_IN,0,30736999388174312,1483334365,1,1,0,3146008320,240,543116,6,1,254.586
3648680,82262068.517,175492412808,WR_IN,0,30736999389985820,1483334366,1,1,0,3146162736,16,125400,6,1,58.781
3648708,82262069.079,175492414008,WR_IN,1,30736999389987020,1483334367,1,1,0,3146162848,32,207544,6,1,97.286
3648736,82262081.128,175492439712,WR_IN,2,30736999390012724,1483334368,1,1,0,3146163104,32,243496,6,1,114.139
3648764,82262081.771,175492441084,WR_IN,3,30736999390014096,1483334369,1,1,0,3146164672,160,464116,6,1,217.554
3648904,82263357.455,175495162544,WR_IN,0,30736999392735556,1483334370,1,1,0,3146226296,8,106064,6,1,49.718
3648932,82263358.153,175495164032,WR_IN,1,30736999392737044,1483334371,1,1,0,3146227264,232,559592,6,1,262.309
3649016,82264883.447,175498417992,WR_IN,0,30736999395991004,1483334372,1,1,0,3143645872,16,194272,6,1,91.065
3649044,82264884.011,175498419196,WR_IN,1,30736999395992208,1483334373,1,1,0,3143646256,16,213264,6,1,99.968
3649072,82264896.268,175498445344,WR_IN,2,30736999396018356,1483334374,1,1,0,3143650608,16,233592,6,1,109.496
3649100,82264896.862,175498446612,WR_IN,3,30736999396019624,1483334375,1,1,0,3143652592,16,233296,6,1,109.358
3649128,82264897.785,175498448580,WR_IN,4,30736999396021592,1483334376,1,1,0,3143653376,64,434912,6,1,203.865
3649156,82264910.141,175498474940,WR_IN,5,30736999396047952,1483334377,1,1,0,3143653552,96,708800,6,1,332.250
3649184,82264919.297,175498494472,WR_IN,6,30736999396067484,1483334378,1,1,0,3143714904,40,412224,6,1,193.230
3649212,82264932.212,175498522024,WR_IN,7,30736999396095036,1483334379,1,1,0,3143715192,120,763204,6,1,357.752
3649240,82264932.883,175498523456,WR_IN,8,30736999396096468,1483334380,1,1,0,3143715392,112,702104,6,1,329.111
3649520,82268400.392,175505920808,WR_IN,0,30736999403493820,1483334381,1,1,0,3143715312,80,388328,6,1,182.029
3649548,82268400.990,175505922084,WR_IN,1,30736999403495096,1483334382,1,1,0,3143715600,112,871840,6,1,408.675
